,0
0,250.45000000000002
1,250.45000000000002
2,250.45000000000002
3,250.45000000000002
4,250.45000000000002
5,250.45000000000002
6,250.45000000000002
7,250.45000000000002
8,250.45000000000002
9,250.45000000000002
10,250.45000000000002
11,250.45000000000002
12,670.52
13,670.52
14,670.52
15,670.52
16,670.52
17,670.52
18,670.52
19,670.52
20,670.52
21,670.52
22,670.52
23,670.52
24,19.395000000000003
25,19.395000000000003
26,19.395000000000003
27,19.395000000000003
28,19.395000000000003
29,19.395000000000003
30,19.395000000000003
31,19.395000000000003
32,19.395000000000003
33,19.395000000000003
34,19.395000000000003
35,19.395000000000003
36,22.035
37,22.035
38,22.035
39,22.035
40,22.035
41,22.035
42,22.035
43,22.035
44,22.035
45,22.035
46,22.035
47,22.035
48,24.005000000000003
49,24.005000000000003
50,24.005000000000003
51,24.005000000000003
52,24.005000000000003
53,24.005000000000003
54,24.005000000000003
55,24.005000000000003
56,24.005000000000003
57,24.005000000000003
58,24.005000000000003
59,24.005000000000003
60,1429.0500000000002
61,1429.0500000000002
62,1429.0500000000002
63,1429.0500000000002
64,1429.0500000000002
65,1429.0500000000002
66,1429.0500000000002
67,1429.0500000000002
68,1429.0500000000002
69,1429.0500000000002
70,1429.0500000000002
71,1429.0500000000002
72,1270.5349999999999
73,1270.5349999999999
74,1270.5349999999999
75,1270.5349999999999
76,1270.5349999999999
77,1270.5349999999999
78,1270.5349999999999
79,1270.5349999999999
80,1270.5349999999999
81,1270.5349999999999
82,1270.5349999999999
83,1270.5349999999999
84,827.3
85,827.3
86,827.3
87,827.3
88,827.3
89,827.3
90,827.3
91,827.3
92,827.3
93,827.3
94,827.3
95,827.3
96,430.72
97,430.72
98,430.72
99,430.72
100,430.72
101,430.72
102,430.72
103,430.72
104,430.72
105,430.72
106,430.72
107,430.72
108,569.0799999999999
109,569.0799999999999
110,569.0799999999999
111,569.0799999999999
112,569.0799999999999
113,569.0799999999999
114,569.0799999999999
115,569.0799999999999
116,569.0799999999999
117,569.0799999999999
118,569.0799999999999
119,569.0799999999999
120,530.225
121,530.225
122,530.225
123,530.225
124,530.225
125,530.225
126,530.225
127,530.225
128,530.225
129,530.225
130,530.225
131,530.225
132,195.625
133,195.625
134,195.625
135,195.625
136,195.625
137,195.625
138,195.625
139,195.625
140,195.625
141,195.625
142,195.625
143,195.625
144,111.19999999999999
145,111.19999999999999
146,111.19999999999999
147,111.19999999999999
148,111.19999999999999
149,111.19999999999999
150,111.19999999999999
151,111.19999999999999
152,111.19999999999999
153,111.19999999999999
154,111.19999999999999
155,111.19999999999999
156,983.7699999999999
157,983.7699999999999
158,983.7699999999999
159,983.7699999999999
160,983.7699999999999
161,983.7699999999999
162,983.7699999999999
163,983.7699999999999
164,983.7699999999999
165,983.7699999999999
166,983.7699999999999
167,983.7699999999999
168,12.195
169,12.195
170,12.195
171,12.195
172,12.195
173,12.195
174,12.195
175,12.195
176,12.195
177,12.195
178,12.195
179,12.195
180,50.695
181,50.695
182,50.695
183,50.695
184,50.695
185,50.695
186,50.695
187,50.695
188,50.695
189,50.695
190,50.695
191,50.695
192,67.815
193,67.815
194,67.815
195,67.815
196,67.815
197,67.815
198,67.815
199,67.815
200,67.815
201,67.815
202,67.815
203,67.815
204,69.36500000000001
205,69.36500000000001
206,69.36500000000001
207,69.36500000000001
208,69.36500000000001
209,69.36500000000001
210,69.36500000000001
211,69.36500000000001
212,69.36500000000001
213,69.36500000000001
214,69.36500000000001
215,69.36500000000001
216,328.84000000000003
217,328.84000000000003
218,328.84000000000003
219,328.84000000000003
220,328.84000000000003
221,328.84000000000003
222,328.84000000000003
223,328.84000000000003
224,328.84000000000003
225,328.84000000000003
226,328.84000000000003
227,328.84000000000003
228,517.005
229,517.005
230,517.005
231,517.005
232,517.005
233,517.005
234,517.005
235,517.005
236,517.005
237,517.005
238,517.005
239,517.005
