,0
0,226.845
1,226.845
2,226.845
3,226.845
4,226.845
5,226.845
6,226.845
7,226.845
8,226.845
9,226.845
10,226.845
11,226.845
12,581.34
13,581.34
14,581.34
15,581.34
16,581.34
17,581.34
18,581.34
19,581.34
20,581.34
21,581.34
22,581.34
23,581.34
24,21.93018899822045
25,21.864003927844074
26,21.92849194504806
27,21.90643025501476
28,21.887762671122523
29,21.889459724207605
30,21.903036148888255
31,21.996374068640485
32,21.938674263645858
33,22.11007662534093
34,22.16947348328967
35,22.254326137689254
36,18.265653985320057
37,19.336560522672187
38,18.29311312723479
39,18.650081973028534
40,18.95213253496371
41,18.92467339284525
42,18.70500025700352
43,17.19474744761868
44,18.128358275222524
45,15.354984934558559
46,14.393914964923567
47,13.02095786546164
48,28.45768036574271
49,28.41032442129916
50,28.456466110636832
51,28.44068079593388
52,28.427323991049782
53,28.428538245966486
54,28.4382522859404
55,28.5050363100844
56,28.463751640493577
57,28.58639139404375
58,28.628890318573106
59,28.6896030678571
60,1272.3308788826635
61,1093.065185487265
62,1074.4269754206707
63,1137.1191366082003
64,943.6206282982549
65,988.6912090163624
66,996.1464930623716
67,883.978355995374
68,976.491653311061
69,1000.2130116159043
70,759.6106632417014
71,908.7163439309171
72,1370.2767393222189
73,1384.3168937606847
74,1385.7766451720258
75,1380.8665722567698
76,1396.0214459575823
77,1392.4915016392356
78,1391.90760108513
79,1400.692650452826
80,1393.4469752876198
81,1391.5891098646557
82,1410.4331734907923
83,1398.7551622284686
84,807.9378029557711
85,744.0991555119699
86,737.4618670160717
87,759.7872919424271
88,690.8801696228629
89,706.9303399941718
90,709.5852553744635
91,669.6408465050927
92,702.5859329572713
93,711.033391041944
94,625.3520305848515
95,678.4503384635618
96,780.7215775940394
97,940.4036115053868
98,696.893147865293
99,919.4725385401225
100,1119.0864116791463
101,1170.1080631334162
102,1317.8787008914924
103,1250.0166282597756
104,1236.368816854415
105,1079.0727052334523
106,1164.2619703505015
107,1116.7824503797865
108,578.4418855468174
109,596.9170401925584
110,590.8886063406607
111,626.3444883237024
112,665.6074941913029
113,670.4947432289263
114,666.6232259134193
115,666.48151759155
116,664.7074684882899
117,626.2290324727436
118,633.3341637188931
119,625.9727130765458
120,496.35067896527005
121,487.30049043875886
122,522.7386605439777
123,519.6042911259527
124,524.0872481314535
125,520.202929973423
126,491.34101126325083
127,502.71997526270104
128,503.3029603956337
129,492.4044627545471
130,484.8882162792678
131,485.7540083302255
132,170.65259519269637
133,163.69909242045867
134,158.5022640325045
135,160.40532794901844
136,165.5289615707228
137,161.06408084330212
138,160.55171748102327
139,153.45182517604587
140,150.89000836528464
141,145.9859590417185
142,157.84351113864284
143,164.79701391072774
144,111.54561317728647
145,111.57003871813347
146,111.58829359576183
147,111.58160871126009
148,111.56361094411685
149,111.5792947122957
150,111.58109448935855
151,111.60603425235448
152,111.61503313541314
153,111.63225956982777
154,111.59060759418051
155,111.56618205360999
156,951.8476396751242
157,941.52869447727
158,947.7441301083776
159,955.0606407142362
160,955.7104641186191
161,964.4409667876201
162,982.7563646713855
163,971.9500519203606
164,965.5721604380409
165,966.5890088345508
166,961.7153333019118
167,972.1606183679427
168,9.645
169,9.645
170,9.645
171,9.645
172,9.645
173,9.645
174,9.645
175,9.645
176,9.645
177,9.645
178,9.645
179,9.645
180,38.18000000000001
181,36.18000000000001
182,38.18000000000001
183,37.18000000000001
184,38.18000000000001
185,38.18000000000001
186,37.18000000000001
187,37.18000000000001
188,37.18000000000001
189,37.18000000000001
190,37.18000000000001
191,37.18000000000001
192,60.75
193,60.75
194,60.75
195,60.75
196,60.75
197,60.75
198,60.75
199,60.75
200,60.75
201,60.75
202,60.75
203,60.75
204,101.4238745259006
205,49.321369146311326
206,54.4140952411924
207,32.28032415368375
208,28.754590706282897
209,15.435153242747901
210,14.455782840342863
211,7.012567787978469
212,4.074456579133539
213,7.79606410869178
214,5.0538269824699
215,9.167182667262523
216,303.0951250823605
217,305.1135544492322
218,304.91626435978515
219,305.77371743921367
220,305.91030288808224
221,306.42629234557216
222,306.464232751347
223,306.7525798049214
224,306.86640101479543
225,306.7222274825367
226,306.8284606132115
227,306.66911092069176
228,466.7246064408755
229,441.45530213230086
230,443.9252341329193
231,433.1905296682453
232,431.4805767498983
233,425.02075458551553
234,424.54576766491664
235,420.93586704927293
236,419.5109062793272
237,421.31585658505355
238,419.9858931985291
239,421.9808382806441
240,182.00307919652693
241,186.73234691945396
242,186.27008765874922
243,188.27913748179122
244,188.59916311767444
245,189.8081488493786
246,189.8970448568885
247,190.57265452839926
248,190.83934255768105
249,190.50153772541813
250,190.75044654761
251,190.37708330791935
252,392.2991696478082
253,399.42359124107566
254,398.7272192079788
255,401.7537592126271
256,402.2358629287435
257,404.0571436405396
258,404.19106133987475
259,405.20883585123624
260,405.610588950173
261,405.1017016985668
262,405.47667124315444
263,404.9142169128852
264,724.4247660104494
265,615.2659919735353
266,688.534114929692
267,672.6656127263169
268,725.1217571709614
269,714.5297463823418
270,740.2901364330511
271,740.9420054730336
272,690.8172243077616
273,671.2351235289435
274,603.5257579822402
275,651.557589451627
276,1201.42
277,1201.42
278,1201.42
279,1201.42
280,1201.42
281,1201.42
282,1201.42
283,1201.42
284,1201.42
285,1201.42
286,1201.42
287,1201.42
288,335.6962205392148
289,335.8544370331757
290,335.8544370331757
291,335.9730994032826
292,336.0917617738843
293,336.0917617738843
294,336.1313158974764
295,336.17087002080655
296,336.17087002080655
297,336.17087002080655
298,336.17087002080655
299,335.77532878610793
300,275.4945350600945
301,298.40689286007984
302,298.40689286007984
303,315.591161210429
304,332.7754295606181
305,332.7754295606181
306,338.5035190106326
307,344.2316084606762
308,344.2316084606762
309,344.2316084606762
310,344.2316084606762
311,286.95071396023997
312,215.47944814211894
313,215.47944814211894
314,215.47944814211894
315,215.47944814211894
316,215.47944814211894
317,215.47944814211894
318,215.47944814211894
319,219.45259598296923
320,268.7974251124318
321,252.71034399446887
322,246.01433959053918
323,237.84576990418225
324,288.7847181757305
325,288.7847181757305
326,288.7847181757305
327,288.7847181757305
328,288.7847181757305
329,288.7847181757305
330,288.7847181757305
331,320.68317197953627
332,716.8485842557337
333,587.6933062674133
334,533.9343736327199
335,468.35293714085753
336,61.320532906349165
337,61.324836423751314
338,61.32196741217171
339,61.32307524311886
340,61.32307524311886
341,61.32913994116074
342,61.332790108892134
343,61.33500577084828
344,61.333116783723874
345,61.33344345856653
346,61.33344345856653
347,61.33344345856653
348,361.7978209993214
349,360.8873293223203
350,358.4403244186303
351,357.7357792342425
352,358.37772394277795
353,357.90715350412006
354,357.9243157107028
355,357.9375548907899
356,357.9139369018719
357,357.95365443433343
358,357.9404152578552
359,357.91573460776067
360,604.0104961256583
361,600.8225130493373
362,589.4805205656011
363,587.2292794129606
364,589.3546778764429
365,587.4261597453586
366,587.5042215723514
367,587.5114749902422
368,587.5099784606281
369,587.5317387131944
370,587.5244852940813
371,587.4651906585931
372,471.5657954328126
373,471.15727396475995
374,471.88644312092947
375,471.42829659212293
376,471.79687499002466
377,471.7707275546636
378,471.76659213242965
379,471.79828614093276
380,471.7342088864316
381,471.8292909127558
382,471.79759690378705
383,471.76865984281903
384,442.5667858831036
385,403.94819362176685
386,455.8419270375195
387,375.2256156261462
388,373.0533197856891
389,524.3899282402742
390,504.35653359437464
391,431.46394068369744
392,404.9136583869728
393,409.7409824588719
394,385.60436228750376
395,415.53377131460337
396,193.86797378059947
397,196.01901466526562
398,193.12855347000533
399,197.6188513276773
400,197.73984737728262
401,189.31045591865205
402,190.4263083826425
403,194.4863980415883
404,195.9652386217984
405,195.6963585208776
406,197.0407590804296
407,195.37370240070396
408,121.78323520005213
409,120.35287460156249
410,122.27492169227915
411,119.2890438626753
412,119.20858606866094
413,124.8138118379982
414,124.07181227889376
415,121.37200655632185
416,120.3886336044641
417,120.56742869999724
418,119.67345328193622
419,120.78198279470669
420,205.0352118825865
421,200.40491512141648
422,206.62687639429691
423,196.96113192572716
424,196.7006777143431
425,214.84565305899355
426,212.44368663340333
427,203.70400153103742
428,200.52067255418274
429,201.09945962767574
430,198.20552417825434
431,201.79400416001204
432,421.5542299486916
433,364.75452247729856
434,441.0791294174488
435,322.50974001830775
436,319.314756442349
437,541.898610250115
438,512.4337619943764
439,405.2243140796419
440,366.17451511605043
441,373.2744785798933
442,337.7746613938581
443,381.79443467503745
